appid,genre
3000320,Indie
1719250,Action
1719250,Adventure
1719250,Indie
1719250,Strategy
1516360,Action
1516360,Indie
1309820,Action
1309820,Adventure
1309820,Indie
1309820,Simulation
1309820,Early Access
1458090,Indie
2386330,Adventure
2386330,Casual
2386330,Indie
2184650,Action
2184650,Adventure
2184650,Indie
2184650,RPG
2184650,Strategy
1660910,Action
1660910,Casual
1660910,Indie
1660910,Strategy
1660910,Free To Play
3585750,Casual
3585750,RPG
3585750,Simulation
2583620,RPG
1577240,Adventure
1577240,Indie
2386310,Adventure
2386310,Indie
2184640,Racing
3670040,Indie
3848620,Casual
3848620,Indie
3848620,RPG
3585740,Action
3585740,Adventure
3585740,Casual
3585740,Indie
1540100,Adventure
1540100,Indie
2184630,Action
3807620,Action
3807620,Casual
3807620,RPG
3670010,Action
3670010,Indie
3670010,RPG
3670010,Simulation
3670010,Free To Play
3585710,Strategy
3848610,Adventure
3848610,Indie
3848610,Strategy
3450220,Indie
3450220,Simulation
3450220,Early Access
2583580,Action
2583580,Casual
2583580,Indie
3040910,Racing
3201360,Adventure
3201360,Casual
3201360,Indie
1559930,Action
1559930,Adventure
1559930,Indie
1559930,Simulation
2386250,Indie
2184620,Adventure
3669990,Action
3669990,Adventure
3669990,Casual
3201350,Casual
3201350,Indie
3201350,Simulation
1595110,Strategy
1595110,Early Access
1309780,Action
1309780,Casual
1309780,Indie
1309780,Simulation
1309780,Strategy
1309780,Early Access
2184610,Casual
2184610,Indie
2184610,Strategy
3807570,Casual
3807570,Indie
3807570,Free To Play
3848590,Indie
3848590,Strategy
3585680,Adventure
3585680,Casual
3585680,Indie
3585680,Simulation
3585680,Free To Play
2583550,Action
2583550,Adventure
2583550,Casual
2583550,Indie
2583550,RPG
2583550,Simulation
2583550,Strategy
3450180,Action
3450180,Adventure
3450180,Casual
3450180,Indie
3450180,Simulation
2184600,Adventure
2184600,Indie
3669960,Adventure
3669960,Indie
3669960,RPG
3669960,Strategy
3848580,Casual
3848580,Indie
3848580,Simulation
2583540,Casual
2583540,Simulation
3040870,Action
3040870,Adventure
3040870,Casual
3040870,RPG
3040870,Simulation
2184590,Adventure
3669940,Indie
3669940,Free To Play
3807550,Indie
3807550,RPG
3848570,Casual
3848570,Indie
3848570,Simulation
3848570,Free To Play
3585650,Casual
3585650,Indie
3585650,Free To Play
2583530,Adventure
2583530,Indie
1517190,Action
1517190,Adventure
1517190,Indie
1517190,Strategy
1721300,Casual
1721300,Indie
1540060,Casual
1540060,Indie
1540060,Simulation
2184580,Adventure
3807530,Casual
3807530,Indie
3807530,Strategy
3848560,Action
3848560,Indie
3848560,Strategy
3848560,Early Access
4243930,Action
3585640,Adventure
3585640,Indie
2583500,Indie
2583500,RPG
1997680,Casual
1997680,Indie
1997680,Free To Play
2386070,Action
2386070,Free To Play
2386070,Indie
3807520,Adventure
3807520,Casual
3807520,RPG
3807520,Simulation
2184570,Adventure
3848540,Action
3848540,Adventure
3848540,Indie
3585630,Indie
3585630,Free To Play
2583460,Casual
2583460,Indie
3040820,Casual
3449950,Adventure
3449950,Indie
1660860,Adventure
1660860,Casual
1660860,Indie
1660860,RPG
2385980,Adventure
2385980,Casual
3807480,Adventure
3807480,Casual
3807480,Indie
3848510,Casual
2583370,Indie
3449900,Action
3449900,Casual
3449900,Indie
3040740,Adventure
3040740,Indie
3040740,RPG
3040740,Strategy
1721270,Casual
1335940,Action
1335940,Casual
1335940,Indie
1540010,Casual
1540010,Indie
1540010,Simulation
1540010,Sports
2184470,Indie
2184470,RPG
2184470,Strategy
2184470,Free To Play
3848490,Adventure
3848490,Casual
3848490,RPG
3848490,Simulation
3848490,Strategy
3807470,Action
3807470,Indie
3669790,Action
3669790,Racing
2583340,Casual
2583340,Indie
2583340,Simulation
2583340,Strategy
3449880,Adventure
3449880,Indie
3040690,Action
3040690,Adventure
3040690,Casual
3040690,Simulation
1997670,Casual
1997670,Indie
1249700,Action
1249700,Indie
1249700,Free To Play
2184440,Massively Multiplayer
2184440,RPG
2184440,Free To Play
3669780,Casual
3669780,Strategy
3669780,Free To Play
2583330,Action
2583330,Casual
2583330,Indie
2583330,Early Access
3449870,Action
3449870,Indie
3449870,Strategy
1394960,Action
1394960,Adventure
1394960,Indie
1394960,Simulation
2385920,Action
2385920,Casual
2385920,Indie
3848430,Adventure
3848430,Indie
3585480,Action
3585480,Indie
3585480,Early Access
4242080,Action
4242080,Indie
2583320,Action
2583320,Simulation
3449860,Casual
3449860,Indie
3449860,Strategy
3449860,Early Access
3040670,Action
3040670,Adventure
3040670,Indie
2184420,Adventure
3807420,Casual
3807420,Indie
3807420,Strategy
3807420,Early Access
3669750,Casual
3669750,Indie
2583300,Indie
2583300,Simulation
2583300,Strategy
3449850,Adventure
3449850,Casual
3449850,Indie
3449850,RPG
3449850,Simulation
1660850,Action
1660850,Indie
2385850,Casual
2385850,Indie
2385850,Early Access
3807320,Indie
3669740,Casual
3669740,Indie
3669740,Strategy
2583290,Action
3449840,Adventure
3449840,Casual
3449840,Indie
3449840,Early Access
2184410,Adventure
2184410,Casual
2184410,Simulation
3040590,Adventure
1721250,Indie
1721250,Massively Multiplayer
1721250,Strategy
1540000,Casual
1540000,Simulation
3669720,Simulation
3669720,Free To Play
4241890,Action
4241890,Indie
3585430,Casual
3585430,Indie
3585430,Simulation
3040570,Casual
3040570,Indie
3040570,Early Access
2583280,Action
2583280,Adventure
2583280,Indie
2184400,Adventure
1997660,Action
1997660,Adventure
1997660,RPG
1997660,Early Access
3669710,Casual
3807280,Adventure
3807280,Indie
3807280,RPG
3807280,Free To Play
3807280,Early Access
3585420,Indie
3585420,RPG
3585420,Simulation
3585420,Strategy
3585420,Early Access
3040560,Action
3040560,Indie
3040560,Early Access
2583030,Adventure
2583030,Indie
2184390,Adventure
1577160,Action
1577160,Adventure
1577160,Casual
1577160,Indie
1577160,RPG
1577160,Simulation
1394940,Action
1394940,Adventure
1394940,Indie
1394940,Early Access
1358140,Casual
1358140,Indie
1358140,Simulation
3585400,Adventure
3585400,Indie
3585400,Massively Multiplayer
3585400,Simulation
2583000,Adventure
2583000,Casual
2583000,Strategy
3449710,Adventure
3449710,Casual
3449710,Indie
3449710,RPG
3449710,Free To Play
2184380,Adventure
2184380,Casual
2184380,Indie
2184380,RPG
2184380,Free To Play
1742800,Action
1742800,Adventure
1742800,Indie
3669690,Casual
3669690,Indie
3669690,Strategy
3669690,Early Access
3449700,Action
3449700,Adventure
3449700,Casual
3449700,RPG
3449700,Strategy
3040470,Casual
1660840,Action
1660840,Indie
1660840,Strategy
3669660,Action
3669660,Casual
3848320,Adventure
3848320,RPG
3585380,Action
3585380,Casual
3585380,Indie
3585380,Racing
3449690,Indie
3449690,Strategy
2184350,Adventure
2184350,Indie
2184350,RPG
2184350,Strategy
2184350,Early Access
3200770,Action
3200770,RPG
1517160,Action
1517160,Adventure
1517160,Indie
1517160,RPG
1517160,Early Access
1721240,Action
1721240,Adventure
1721240,Indie
1539970,Adventure
1539970,Casual
1539970,Indie
3669640,Adventure
3669640,Casual
3669640,Indie
3669640,Early Access
3848270,Casual
3848270,Indie
3848270,Simulation
4240940,Adventure
2582900,Adventure
2582900,Indie
2582900,Strategy
3449670,Action
3449670,Adventure
3449670,Casual
3449670,Indie
3040400,Action
3040400,Indie
3040400,Simulation
1997630,Action
1997630,Casual
1997630,Indie
1997630,Simulation
1997630,Sports
1997630,Strategy
2385670,Casual
2385670,Indie
3040390,Casual
3040390,Indie
3040390,Simulation
1394930,Action
1394930,Adventure
1394930,Casual
1309710,Adventure
1309710,RPG
1309710,Strategy
2184270,Adventure
2184270,RPG
2184270,Early Access
3848230,Casual
3848230,Indie
3848230,RPG
3848230,Simulation
3848230,Strategy
3669610,Casual
3669610,Indie
3669610,Free To Play
4240280,Simulation
4240280,Early Access
3585320,Adventure
3585320,Indie
3585320,RPG
3585320,Simulation
3585320,Strategy
3449640,Simulation
3449640,Free To Play
3040370,Adventure
3040370,Casual
3040370,Indie
3807080,Casual
3807080,Simulation
3585310,Action
3585310,Indie
2582810,Casual
2582810,Indie
2582810,Free To Play
3040350,Casual
3040350,Indie
1660750,Casual
1660750,Indie
1660750,RPG
1660750,Simulation
2385620,Casual
2385620,Free To Play
3848210,Casual
3848210,Indie
3848210,Simulation
3669570,Casual
3669570,Indie
3669570,Simulation
3669570,Strategy
3669570,Early Access
4240180,Action
4240180,Casual
4240180,Indie
3449610,Action
3449610,Adventure
3449610,Indie
1226510,RPG
1226510,Simulation
1226510,Strategy
1539950,Indie
1539950,Strategy
1595020,Casual
3806870,Indie
3806870,Simulation
3669530,Action
3669530,Adventure
3669530,Indie
3669530,Simulation
3669530,Free To Play
3585230,Indie
3585230,Simulation
3585230,Sports
3585230,Strategy
2582730,Indie
2582730,Strategy
3040240,Adventure
3040240,Indie
1742750,Action
1742750,Indie
2385530,RPG
2385530,Simulation
2385530,Sports
3806840,Action
3806840,Adventure
3806840,Casual
3806840,Indie
3806840,RPG
3848150,Adventure
3585220,Action
3585220,Casual
3585220,Indie
2184200,Action
2184200,Indie
3040220,Action
3040220,Adventure
1600450,Adventure
1600450,Casual
2385520,Action
2385520,Indie
3585210,Action
3585210,Adventure
3585210,Casual
3585210,Indie
3585210,Simulation
2184150,Action
2184150,Indie
2184150,RPG
2184150,Simulation
2184150,Early Access
2582660,RPG
3040180,Action
3040180,Casual
3040180,Indie
3449460,Casual
3449460,Indie
3449460,Strategy
3449460,Free To Play
1517140,Casual
1517140,Indie
1517140,Sports
1721180,Indie
1721180,Simulation
1721180,Strategy
1335830,Action
1335830,Adventure
1335830,Indie
1335830,RPG
3585160,Action
3585160,Casual
3585160,Indie
3585160,Simulation
3669500,Casual
2582650,RPG
1997590,Action
1997590,Indie
3040170,Action
3040170,Indie
3040170,Strategy
3669490,Casual
3669490,Indie
3669490,RPG
3585150,Action
3585150,Casual
2184130,Adventure
2184130,Indie
2184130,RPG
3040150,Action
3040150,Indie
3040150,Strategy
1200570,Indie
1200570,Simulation
1200570,Strategy
1200570,Early Access
1309680,Action
1309680,Indie
3848000,Action
3848000,Adventure
3848000,RPG
3669450,Casual
3669450,Indie
3669450,Strategy
2184110,Action
2184110,Adventure
2184110,Indie
2184110,RPG
2184110,Simulation
2582560,Simulation
2582560,Sports
2582560,Strategy
1539890,Casual
1539890,Indie
3806690,Adventure
3806690,Casual
3806690,Indie
3806690,Simulation
3806690,Strategy
3847990,RPG
3585080,Adventure
3585080,Indie
3585080,Simulation
3585080,Early Access
2184100,Casual
2184100,Indie
2582540,Casual
2582540,Indie
2582540,Strategy
3449390,Casual
3449390,Indie
3449390,Free To Play
3040110,Indie
2427420,Action
2427420,Adventure
2427420,RPG
3847960,Action
3847960,Adventure
3847960,Indie
3847960,RPG
3847960,Strategy
3847960,Free To Play
3669400,Adventure
3669400,Casual
3669400,Indie
3669400,Simulation
3585060,Casual
3585060,Indie
3585060,Simulation
3200460,Indie
3000310,Casual
3000310,Simulation
2582530,Strategy
1721170,Adventure
1721170,Casual
1721170,Indie
1997560,Casual
1997560,Indie
2427410,Action
2427410,Adventure
2427410,RPG
3847950,Action
3847950,Casual
3847950,Indie
3585040,Indie
3585040,RPG
3585040,Strategy
3585040,Early Access
3200380,Action
3200380,Adventure
3200380,Free To Play
3000280,Casual
2582500,Indie
2582500,Simulation
1718130,Adventure
1718130,Indie
1861880,Casual
1861880,Indie
1861880,Simulation
1861880,Strategy
2427360,Indie
2427360,RPG
3669370,Action
3669370,Adventure
3585030,Action
3585030,Casual
3585030,Indie
3449190,Casual
3449190,Indie
3449190,Simulation
2582480,Action
2582480,Indie
2582480,RPG
2582480,Strategy
1309620,Action
1309620,Adventure
1309620,Indie
2427320,Action
2427320,Indie
3669360,Casual
3669360,Indie
3585000,Adventure
3585000,Casual
3585000,Indie
3585000,Simulation
2582470,Action
2582470,Casual
2582470,Indie
2582470,Free To Play
1539870,Adventure
1660590,Action
1660590,Adventure
1660590,Casual
1660590,Indie
1660590,Simulation
1660590,Sports
2427310,Adventure
2427310,Casual
2427310,Indie
2427310,RPG
2427310,Free To Play
2427310,Early Access
3847750,Adventure
3847750,Indie
3847750,RPG
3669330,Casual
3669330,Indie
3669330,Simulation
3669330,Free To Play
3449130,Casual
3449130,Strategy
3449130,Free To Play
3200260,Casual
3200260,Indie
3200260,Simulation
3200260,Strategy
3200260,Early Access
1718070,Action
1718070,Casual
1718070,Free To Play
2427290,Indie
2427290,Early Access
3669280,Adventure
3669280,Indie
3669280,Free To Play
3449110,Action
3449110,Casual
3449110,Indie
3449110,RPG
3200240,Adventure
3200240,Indie
3000130,Racing
3000130,Early Access
2184010,Action
2184010,Adventure
2184010,Indie
2184010,RPG
2184010,Strategy
1721130,Indie
1721130,Strategy
1517110,Casual
1517110,Indie
1517110,Strategy
1997550,Casual
2427280,Indie
2427280,Strategy
3584940,Adventure
3584940,Casual
3584940,Indie
3449100,Adventure
3449100,Casual
3200220,Adventure
3200220,Strategy
3000120,Action
3000120,Indie
2183960,Adventure
2183960,Casual
2183960,Indie
2582420,Action
2582420,Indie
1718020,Adventure
1718020,Casual
1718020,Indie
3847650,Action
3847650,Casual
3847650,Indie
3669190,Action
3669190,Adventure
3669190,Indie
3449070,Indie
3200210,Indie
3200210,Strategy
3200210,Free To Play
2582410,Casual
2582410,Indie
1718000,Adventure
1718000,Indie
1718000,Strategy
1309610,Strategy
3847630,Indie
3847630,Strategy
3584910,Action
3584910,Adventure
3584910,Indie
3584910,Strategy
3200200,Casual
3200200,Indie
3000030,Adventure
3000030,Casual
3000030,Indie
3000030,RPG
3000030,Simulation
3000030,Early Access
2183940,Casual
2183940,Indie
2183940,RPG
1717940,Adventure
1717940,Indie
1539860,Action
1539860,Free To Play
1742690,Action
1742690,Adventure
1742690,Indie
1742690,RPG
1742690,Early Access
1660580,Indie
1660580,Strategy
1335790,Adventure
1335790,Casual
2427140,Action
2427140,Adventure
2427140,Indie
3669080,Action
3669080,Adventure
3669080,Casual
3669080,Indie
3584720,Casual
3584720,Indie
3584720,Simulation
2999990,Action
2999990,Casual
2999990,Indie
2999990,Strategy
2183900,Action
2183900,Adventure
2183900,RPG
2582350,Adventure
2582350,Casual
2582350,Indie
2427130,Casual
2427130,Indie
2427130,RPG
2427130,Strategy
3847500,Casual
3847500,Indie
3847500,Simulation
3669060,Action
3669060,Adventure
3669060,Massively Multiplayer
3669060,RPG
3669060,Free To Play
3584710,Action
3584710,Casual
3448930,Casual
3448930,Indie
3200140,Indie
3200140,Free To Play
1717810,Action
1717810,Adventure
1717810,Indie
2427120,Action
2427120,Casual
2427120,Indie
2427120,Sports
3669050,Action
3669050,Casual
3669050,Indie
3448870,Adventure
3448870,Indie
3200130,Indie
3200130,Free To Play
2999940,Action
2999940,Casual
2999940,Indie
2999940,Early Access
2183870,Indie
1717800,Action
1717800,Adventure
1717800,Indie
1717800,Strategy
1539810,Casual
1249480,Action
1249480,Indie
1249480,Early Access
1660560,Casual
1660560,Indie
2427100,Casual
2427100,Indie
2427100,Simulation
2427100,Strategy
3584660,Casual
3584660,Indie
3448860,Casual
3448860,Indie
3200120,Action
3200120,Adventure
3200120,Indie
2183860,Action
2183860,Indie
1717770,Action
1717770,Adventure
1717770,Indie
2427070,Action
2427070,Indie
2427070,Racing
2427070,Early Access
3448850,RPG
3448850,Strategy
3448850,Early Access
2999910,Indie
2183830,Casual
2183830,Indie
2582300,Action
2582300,Adventure
1721100,Indie
1997520,Casual
1997520,Indie
2427050,Action
2427050,RPG
3847330,Action
3847330,Adventure
3847330,Indie
3200090,Casual
3200090,Indie
3200090,RPG
2582260,Action
2582260,Adventure
2582260,Indie
2427000,Casual
2427000,Indie
2427000,Simulation
2427000,Strategy
3668990,Adventure
3668990,Indie
3584610,Action
3584610,Indie
3200060,Action
3200060,Indie
2999880,Action
2999880,Casual
2999880,Indie
2999880,Sports
2999880,Strategy
2183800,Simulation
2183800,Sports
1717640,RPG
2426990,Action
2426990,Adventure
2426990,Casual
2426990,Indie
2999870,Adventure
2999870,Casual
2999870,Indie
2582240,Indie
2582240,Simulation
2183790,Action
2183790,Adventure
2183790,Indie
1717610,Action
1717610,Indie
1717610,RPG
1365800,Casual
1365800,Indie
1365800,RPG
1365800,Early Access
1539800,Adventure
1539800,Casual
1539800,Indie
1539800,Racing
1539800,Sports
1249430,Adventure
1249430,Indie
1660520,Action
1660520,Adventure
1660520,Casual
1660520,Indie
1660520,RPG
1660520,Free To Play
2426960,RPG
2426960,Strategy
2426960,Free To Play
3668950,Action
3668950,Adventure
3668950,Casual
3668950,Indie
3448800,Adventure
3448800,Casual
3448800,Indie
3200020,Action
3200020,Adventure
3200020,Indie
2999860,Action
2999860,Casual
2999860,Indie
2999860,Strategy
2999860,Free To Play
2183780,Casual
2183780,Indie
2183780,Simulation
2426900,Action
2426900,Indie
3847210,Action
3847210,Adventure
3847210,Indie
3668910,Casual
3668910,Indie
3668910,RPG
3668910,Strategy
3668910,Free To Play
3448760,Adventure
3448760,Indie
2999820,Action
2999820,Casual
2999820,Indie
2999820,Early Access
2183770,Casual
2183770,Indie
2582180,Indie
2582180,RPG
2582180,Simulation
1721090,Casual
1721090,Indie
1721090,Strategy
1594970,Action
1594970,Adventure
1594970,Casual
1594970,Indie
1594970,Early Access
1516960,Action
1516960,Adventure
1335700,Indie
1997490,Casual
1997490,RPG
1997490,Simulation
2426890,Casual
2426890,Free To Play
2426890,Indie
2426890,RPG
3847190,Action
3847190,Casual
3847190,Indie
2999810,Adventure
2999810,Casual
2999810,Simulation
2999810,Strategy
3199930,Action
3199930,Indie
3199930,RPG
3199930,Strategy
3199930,Free To Play
3448750,Action
3448750,Adventure
3448750,Casual
3448750,Indie
3448750,Racing
3448750,Strategy
2582140,Casual
2582140,Simulation
2582140,Early Access
2183760,Action
2183760,Indie
2426860,Action
2426860,Casual
2426860,Indie
1717510,Adventure
1717510,Indie
3847180,Adventure
3847180,Indie
3584490,Indie
3584490,Simulation
3199910,Adventure
3199910,Casual
2999800,Adventure
2999800,Casual
2999800,Simulation
2999800,Sports
2999800,Strategy
1717420,Casual
1717420,Indie
1309510,Action
1309510,Adventure
1309510,Casual
1309510,Indie
1309510,RPG
2426840,Action
2426840,Adventure
2426840,Indie
2426840,RPG
3448570,Adventure
3448570,Casual
3448570,Indie
3448570,Simulation
3448570,Strategy
3199900,Casual
3199900,Early Access
2999790,Action
2999790,Adventure
2999790,Casual
2999790,Simulation
2999790,Sports
2999790,Strategy
2183730,Action
2183730,Adventure
2183730,Indie
2582100,Action
2582100,Adventure
2582100,Indie
2582100,Free To Play
1717410,Action
1717410,Adventure
1717410,RPG
1539780,RPG
1539780,Simulation
1539780,Free To Play
1457730,Action
1457730,Adventure
1457730,Casual
1457730,Indie
1457730,RPG
1457730,Simulation
1457730,Free To Play
2426830,RPG
3584440,Action
3584440,Adventure
3584440,Indie
3584440,RPG
3448530,Casual
3448530,Indie
3199890,Action
3199890,Indie
3199890,Early Access
2999780,Action
2999780,Adventure
2999780,Casual
2999780,Simulation
2999780,Sports
2999780,Strategy
2183720,Casual
2581980,Adventure
2581980,Casual
1717400,Adventure
1717400,Indie
3847120,Action
3847120,Adventure
2426800,Casual
2426800,Simulation
2426800,Early Access
3668840,Casual
3668840,Indie
3584390,Casual
3584390,Simulation
2999770,Action
2999770,Adventure
2999770,Casual
2999770,Simulation
2999770,Sports
2999770,Strategy
2183710,Casual
2581960,Indie
1717370,Indie
1721070,Adventure
1721070,Indie
1721070,RPG
1335680,Adventure
1335680,Indie
1997480,RPG
1997480,Simulation
3668830,Adventure
3668830,Casual
3668830,Indie
3584380,Adventure
3584380,Casual
3584380,Indie
3199760,Action
2999760,Adventure
2999760,Casual
2999760,Simulation
2999760,Sports
2999760,Strategy
2581950,Casual
2581950,Indie
2581950,Massively Multiplayer
2581950,Simulation
2183700,Casual
2426770,Action
2426770,Casual
2426770,Indie
3847100,Adventure
3847100,Indie
3448420,Action
3448420,Casual
3448420,Indie
3448420,Early Access
1660500,Simulation
2426660,Adventure
2426660,Indie
3448380,Action
3448380,Adventure
3448380,Indie
3448380,Early Access
2999720,Adventure
2999720,Casual
2999720,Indie
2999720,Simulation
2581750,Action
2581750,Indie
2183660,Adventure
2183660,RPG
1717280,Indie
3847040,Casual
3668740,Indie
3668740,Simulation
3448360,Action
3448360,Adventure
3448360,Indie
3448360,Massively Multiplayer
3448360,Free To Play
3199610,Casual
2999710,Adventure
2999710,Indie
2581700,Racing
2581700,Sports
2426640,Action
2426640,Indie
2183650,Action
2183650,RPG
1717270,Action
1717270,Indie
1717270,Massively Multiplayer
1594950,Action
1594950,Free To Play
1594950,Indie
1721060,Action
1721060,Indie
1721060,RPG
1309460,Action
1309460,Casual
1309460,Simulation
1226180,Casual
1226180,Indie
1226180,Simulation
1335630,Action
1335630,Indie
1335630,Early Access
1997470,Action
1997470,Adventure
1997470,Simulation
2426610,Action
2426610,Adventure
2426610,Indie
3448340,Action
3448340,Indie
3448340,Early Access
3199590,Adventure
3199590,RPG
1717260,Casual
1717260,Simulation
3668630,Action
3668630,Casual
3668630,Indie
3668630,Free To Play
3448320,Action
3448320,Casual
3448320,Indie
3448320,Simulation
3199570,Action
3199570,Indie
2999690,Action
2581630,Strategy
1717250,Indie
1717250,Strategy
3668560,Adventure
3668560,RPG
3199560,Action
3199560,Adventure
3199560,Indie
3199560,RPG
3199560,Strategy
2999680,Action
2999680,Adventure
2999680,Indie
2999680,Simulation
2183600,Action
2183600,RPG
2183600,Strategy
2183600,Free To Play
2183600,Early Access
2581620,Casual
1717190,Action
1717190,Indie
1457690,Adventure
1457690,Casual
1457690,RPG
1457690,Strategy
1660480,Adventure
1660480,Free To Play
1660480,Indie
3668550,Adventure
3668550,Indie
3668550,RPG
3448300,Adventure
3448300,Indie
3448300,Simulation
2183590,Casual
2183590,Racing
2183590,Strategy
2581610,Casual
2581610,Indie
2581610,Free To Play
2426500,Casual
2426500,Free To Play
2426500,Indie
3668520,Casual
3584250,Casual
3584250,Indie
3584250,Simulation
3448270,Adventure
3448270,Casual
3448270,Indie
3448270,Free To Play
2999540,Action
2999540,Strategy
2999540,Free To Play
2183580,Action
2183580,Adventure
2183580,Indie
2183580,Simulation
2581600,Indie
2581600,Strategy
2581600,Early Access
1717170,Casual
1717170,Simulation
1717170,Free To Play
1594940,Adventure
1594940,Casual
1594940,Indie
1594940,RPG
1594940,Simulation
1721020,Indie
1721020,Strategy
1335610,Action
1335610,Indie
1335610,Simulation
1997460,Casual
1997460,RPG
1997460,Simulation
3668480,Action
3668480,Casual
3668480,Indie
3668480,Free To Play
3199490,Casual
3199490,Indie
2999510,Adventure
2385360,Casual
2385360,Strategy
2426400,Action
2426400,Indie
3846800,Action
3846800,Casual
3846800,Indie
2183530,Casual
2385350,Casual
2385350,Strategy
2426380,Adventure
2426380,Free To Play
2426380,Indie
3668450,Casual
3668450,Indie
3806570,Casual
3806570,Indie
3584190,Indie
3584190,RPG
3584190,Early Access
3199440,Action
3199440,Adventure
3199440,Casual
3199440,Indie
3199440,Simulation
3199440,Free To Play
3040000,Indie
3040000,Simulation
1457660,Action
1457660,Adventure
1457660,Casual
1457660,RPG
1457660,Strategy
2385330,Action
2385330,Adventure
2426370,Adventure
2426370,Indie
3806560,Casual
3806560,Indie
3846780,Casual
3846780,Indie
3846780,Simulation
3846780,Early Access
3584170,Casual
3584170,Indie
3584170,Strategy
3584170,Free To Play
3199430,Indie
3199430,Simulation
2183430,Casual
2999280,Adventure
2999280,Casual
3039990,Casual
3039990,Indie
3039990,Strategy
1594910,Action
1594910,Adventure
1594910,Casual
1721010,Casual
1721010,Indie
1721010,Early Access
2999270,Adventure
2999270,Free To Play
2999270,Early Access
3806550,Casual
3806550,Indie
3846760,Action
3846760,Casual
3846760,Indie
3846760,Simulation
3846760,Early Access
3668430,Action
3668430,Adventure
3668430,Indie
3668430,Early Access
3584150,Casual
3584150,Indie
3199400,Indie
2385320,Casual
2426350,Adventure
2183380,Adventure
2183380,Casual
2183380,Indie
1997440,Casual
1997440,RPG
3668420,Casual
3668420,Strategy
3806540,Adventure
3199390,Action
3199390,Indie
2385310,Casual
2183370,Adventure
2183370,Indie
2999260,Action
2999260,Adventure
2999260,Free To Play
2999260,Early Access
2426330,Casual
2426330,RPG
1660460,Action
1660460,Casual
1660460,Indie
1660460,Racing
1660460,Simulation
1576920,Adventure
1576920,Free To Play
1576920,Strategy
2385290,Casual
3668370,Action
3668370,Adventure
3668370,Casual
3668370,RPG
3846730,Casual
3584120,Casual
3584120,Racing
3584120,Simulation
3199380,Casual
3199380,Indie
2183360,Action
2183360,Adventure
2183360,Indie
2183360,RPG
2183360,Early Access
2999250,Adventure
2999250,Free To Play
2999250,Early Access
2426310,Adventure
2426310,Casual
2385280,Casual
3846720,Indie
3668350,Indie
3668350,Strategy
3806520,Simulation
3584100,Indie
3584100,RPG
3584100,Free To Play
2183340,Adventure
2183340,Casual
2183340,Indie
2183340,RPG
2183340,Early Access
2999240,Action
2999240,Adventure
2999240,Indie
3039930,Indie
3039930,Strategy
3039930,Early Access
1742510,Action
1742510,Adventure
1742510,Indie
1457650,Action
1457650,Adventure
1457650,Casual
1457650,RPG
1457650,Strategy
2385260,Adventure
2385260,Casual
2183320,Adventure
2183320,Indie
2999230,Casual
2999230,Indie
2999230,Massively Multiplayer
2999230,Simulation
2999230,Free To Play
1594890,Adventure
1594890,Indie
1516900,Action
1516900,Indie
2385240,Strategy
2426260,Action
2426260,Casual
2426260,Indie
2426260,Strategy
2385210,Adventure
2385210,Casual
3806440,Casual
3806440,Indie
3806440,Early Access
3584020,Casual
3584020,Strategy
3199200,Adventure
3199200,Indie
3199200,RPG
3668280,Adventure
3668280,Casual
3668280,Indie
3806380,Simulation
3584010,Casual
3584010,Indie
3199190,Casual
3199190,Indie
3199190,Simulation
2183210,Strategy
3039820,Action
3039820,Indie
1457640,Action
1457640,Adventure
1457640,Casual
1457640,RPG
1457640,Strategy
2385140,Indie
3668270,Action
3668270,Indie
3668270,Simulation
3668270,Free To Play
3806370,Indie
3806370,Simulation
3846620,Adventure
3846620,Indie
3846620,Simulation
3584000,Casual
3584000,Indie
2183200,Indie
2183200,Simulation
3199180,RPG
3199180,Simulation
3199180,Strategy
3199180,Free To Play
3199180,Early Access
2999090,Action
2999090,Indie
2999090,Early Access
3039780,Casual
1594880,Action
1594880,Adventure
1594880,RPG
1594880,Simulation
1594880,Early Access
1720980,Action
1720980,Adventure
1720980,Early Access
2426120,Action
2426120,Adventure
2426120,Indie
2426120,RPG
2426120,Early Access
3583980,Indie
3199170,Action
3199170,Adventure
3199170,Massively Multiplayer
3199170,Strategy
3199170,Free To Play
2183190,Action
2183190,Casual
2999070,Casual
1335530,Action
1335530,Adventure
1335530,Indie
3039720,Adventure
3039720,Indie
1997420,Casual
1997420,RPG
2426100,Adventure
2426100,Indie
2426100,Early Access
2385090,Adventure
3668150,Casual
3668150,Indie
3668150,Massively Multiplayer
3806300,Action
3806300,Adventure
3806300,Indie
3806300,Free To Play
2183170,Action
2183170,Indie
2999060,Adventure
2999060,Simulation
2999060,Strategy
1375480,Indie
1660430,Adventure
1660430,Indie
2385050,Casual
2385050,Indie
2426070,Adventure
2426070,Casual
2426070,Indie
2426070,Free To Play
3806270,Simulation
3806270,Early Access
3846520,Action
3846520,Casual
3846520,Indie
3583960,Casual
3583960,Indie
3039640,Action
3039640,Adventure
3039640,Casual
3039640,RPG
3039640,Early Access
2183120,Action
2183120,Indie
2384990,Strategy
2426030,Adventure
2426030,Casual
2426030,Indie
3806260,Simulation
3806260,Strategy
3806260,Early Access
3668090,Adventure
3668090,Casual
2183110,Action
2183110,Adventure
2183110,Simulation
1539710,Action
1539710,Indie
1457630,Action
1457630,Adventure
