appid,genre
2643080,Action
2973250,Casual
2973250,Indie
2973250,RPG
2973250,Simulation
2973250,Strategy
1882950,Free To Play
1882950,Indie
1882950,Strategy
1840150,Indie
1840150,Free To Play
1210960,Casual
1210960,Indie
3994440,Action
3994440,Adventure
3994440,Casual
3994440,Indie
3994440,Strategy
3776630,Action
3776630,Casual
3776630,Indie
2101800,Action
2101800,Casual
2101800,Indie
2101800,RPG
2643010,Indie
2643010,Simulation
2643010,Strategy
2973240,Action
2973240,Adventure
2973240,Casual
2973240,Indie
2973240,Simulation
2973240,Sports
2973240,Free To Play
1882930,Action
1882930,Indie
1979480,Casual
1979480,Indie
1840140,Action
1840140,Adventure
1840140,Sports
1642060,Adventure
1562740,Action
1562740,Indie
3994420,Adventure
3994420,Casual
3994420,Indie
3776620,Action
3776620,Indie
3776620,RPG
2643000,Casual
2643000,Indie
2101760,Action
2101760,Adventure
2101760,Indie
2506480,Adventure
2506480,Casual
2506480,Simulation
2506480,Strategy
1979470,Action
1979470,Indie
1840130,Adventure
1840130,Indie
1840130,RPG
1840130,Strategy
1706150,Action
1706150,Casual
1706150,Indie
2506470,Casual
2506470,Indie
2642980,Casual
1979460,Action
1979460,Adventure
1979460,Indie
1840120,Casual
1840120,Indie
1231460,Adventure
1231460,Casual
1231460,Indie
1231460,Simulation
1231460,Strategy
1925600,Casual
1925600,Indie
4153890,Adventure
4153890,Indie
4153890,Simulation
2506460,Casual
2506460,Indie
2101740,Action
2101740,Casual
2101740,Strategy
2642970,Action
2642970,Indie
2642970,RPG
2642970,Simulation
2642970,Sports
2642970,Strategy
1882830,Action
1882830,Adventure
1882830,Casual
1882830,Indie
1882830,Strategy
1840100,Action
1840100,Indie
1482490,Strategy
1684610,Casual
1684610,Indie
1684610,Simulation
1501750,Action
1501750,Adventure
1501750,RPG
4153870,Indie
4153870,Simulation
3994290,Action
3994290,Indie
3776590,Casual
3776590,Indie
2506450,Adventure
2506450,Indie
2101730,Casual
2101730,Indie
2642950,Action
2642950,Adventure
2642950,Indie
2973120,Action
2973120,Adventure
1979440,Action
1979440,RPG
1882820,Adventure
1882820,Casual
1882820,RPG
1840080,Simulation
1840080,Strategy
4153800,Indie
4153800,Sports
3994260,Adventure
3994260,Casual
3994260,Indie
2506440,Indie
2506440,Massively Multiplayer
2506440,RPG
2101710,Casual
2101710,Indie
1979430,Action
1979430,Indie
1979430,Simulation
1882780,Action
1882780,Casual
1882780,Indie
1642040,Casual
1642040,Simulation
1562700,Action
1562700,Adventure
1562700,Indie
3994250,Action
3994250,Early Access
2506430,Casual
2506430,Indie
2101690,Casual
2101690,Indie
2101690,Strategy
3776410,Adventure
3776410,Indie
2101660,Action
2101660,Adventure
2101660,Indie
2101660,Strategy
2506410,Adventure
2506410,RPG
2506410,Simulation
2642890,Action
2642890,Indie
2972990,Casual
1579200,Action
1579200,Adventure
1579200,Indie
1579200,RPG
1579200,Early Access
1501740,Action
1501740,Adventure
1501740,Indie
1501740,RPG
1501740,Early Access
2506400,Casual
2506400,Indie
2642870,Casual
2642870,Indie
1882700,Action
1882700,Adventure
1882700,Casual
1882700,Strategy
1979320,Adventure
1979320,Casual
1979320,Indie
1839960,Adventure
1839960,Casual
3994160,Action
3994160,Casual
3994160,Indie
3994160,Sports
3776350,Adventure
3776350,Indie
3776350,Early Access
2506390,Casual
2506390,Indie
2506390,Strategy
2642860,Action
2642860,Adventure
2642860,Casual
2642860,Indie
2101630,Casual
2101630,Indie
2101630,Racing
2101630,Simulation
1979300,Action
1979300,Early Access
1642010,Indie
1839950,Strategy
1562690,Action
1562690,Adventure
1562690,Indie
3994150,Action
3994150,Adventure
3994150,Massively Multiplayer
3994150,RPG
3994150,Simulation
3994150,Free To Play
3776340,Action
3776340,Casual
3776340,Indie
2101620,Casual
2101620,Indie
2972930,Indie
1882680,Casual
1882680,Indie
1882680,Simulation
1839940,Racing
1706120,Casual
1706120,Indie
4153560,Adventure
4153560,Casual
4153560,Free To Play
2506360,Casual
2506360,Indie
2642840,Adventure
2642840,Casual
2642840,Indie
2642840,RPG
2642840,Simulation
2972900,RPG
2972900,Early Access
1979280,Casual
1979280,Indie
1882670,Casual
1882670,Indie
1839930,Simulation
1839930,Strategy
1839930,Early Access
1441770,Casual
1441770,Indie
1441770,RPG
1441770,Simulation
1419290,Action
1419290,Adventure
1419290,Casual
1419290,Indie
1231410,Action
1231410,Casual
1231410,Indie
1231410,Simulation
1925550,Indie
1925550,Simulation
4153510,Adventure
4153510,Indie
2101600,Action
2101600,Casual
2101600,RPG
2972890,Casual
2972890,Indie
2972890,Simulation
1979240,Action
1979240,Casual
1979240,Free To Play
1979240,Indie
1979240,Sports
1882640,Adventure
1882640,RPG
1684530,Casual
2506290,Indie
2506290,RPG
2506290,Strategy
2101590,Casual
2101590,Indie
2101590,Simulation
2642820,Adventure
2642820,Casual
2642820,Indie
2642820,RPG
2642820,Simulation
2972870,Action
2972870,Indie
2972870,RPG
2972870,Free To Play
1979220,Adventure
1979220,Casual
1979220,RPG
1979220,Free To Play
3776220,Casual
3776220,Indie
2506160,Adventure
2506160,Casual
2506160,Indie
2101490,Action
1979210,Adventure
1979210,Casual
1979210,RPG
1979210,Free To Play
1882600,Action
1882600,Indie
1839880,Casual
1839880,Indie
1839880,Strategy
1828770,Casual
1828770,Indie
1828770,Simulation
1641990,Free To Play
3994030,Adventure
3994030,Casual
3994030,Indie
3994030,Simulation
3994030,Strategy
2506140,Adventure
2506140,Casual
2506140,Indie
2101480,Action
2642780,Adventure
2642780,Casual
2972830,Casual
2972830,Indie
1979200,Indie
1979200,RPG
1979200,Strategy
1882590,Casual
1882590,Simulation
3993890,Action
3993890,Adventure
3993890,RPG
3993890,Free To Play
2506130,Action
2506130,Casual
2506130,Indie
2642760,Casual
1979190,Casual
1882580,Action
1882580,Adventure
1882580,Casual
1882580,Indie
1882580,Simulation
1882580,Sports
1839860,Action
1839860,Adventure
1839860,Indie
1441760,Adventure
1441760,Casual
1441760,Indie
1441760,Simulation
1441760,Strategy
1925540,Action
4153400,Casual
4153400,Indie
4153400,Strategy
3993850,Casual
3993850,RPG
3776000,Action
3776000,Indie
2506120,Indie
2506120,Simulation
2642740,Adventure
2642740,Casual
2642740,Indie
2642740,RPG
2642740,Strategy
2972810,Strategy
2972810,Free To Play
1979160,Action
1979160,Free To Play
1882560,Casual
1882560,Indie
3993830,Adventure
3993830,Indie
3993830,Simulation
2506110,Action
2506110,Adventure
2506110,Indie
2101440,Action
2101440,Indie
2101440,RPG
2642720,Action
2642720,Casual
2642720,Indie
2642720,RPG
2642720,Simulation
2642720,Sports
2642720,Strategy
1979130,Action
1979130,Adventure
1979130,Casual
1979130,Indie
1979130,RPG
1979130,Early Access
2972780,Action
2972780,Indie
2972780,RPG
1882550,Action
1882550,Adventure
1882550,Indie
1882550,Simulation
1839840,Casual
1839840,Indie
4153370,Action
4153370,Indie
2972770,Action
2972770,Indie
2972770,Racing
2972770,Early Access
2642700,Adventure
2642700,Indie
2642700,RPG
1979060,Casual
1979060,Indie
1979060,Strategy
1882520,Adventure
1839820,Action
1839820,Adventure
1839820,Indie
1839820,RPG
1839820,Early Access
1828750,Action
1828750,Adventure
1828750,Casual
1828750,Indie
1828750,Simulation
1828750,Strategy
1641960,Action
1641960,Adventure
1641960,Indie
1641960,Simulation
1562550,Action
1562550,Casual
1562550,Indie
1273260,Adventure
1273260,RPG
4153330,Adventure
4153330,Indie
3993810,Indie
3993810,RPG
3993810,Free To Play
2101410,Adventure
2101410,Simulation
2506080,Indie
2972760,Action
2972760,Early Access
2642640,Action
2642640,Adventure
2642640,Casual
2642640,Indie
2642640,RPG
1978970,Adventure
1978970,Indie
1978970,RPG
1882500,Indie
1882500,RPG
1882500,Simulation
1839810,Adventure
1839810,Casual
1839810,Indie
1839810,RPG
1839810,Strategy
4153300,Action
4153300,Casual
4153300,Racing
1706090,Casual
1706090,Indie
2972750,Action
2972750,Indie
2972750,RPG
1978920,Action
1978920,Adventure
1978920,Casual
1839780,Adventure
1839780,Indie
1839780,Early Access
1925530,Adventure
1925530,Casual
1925530,Indie
1925530,Simulation
1925530,Strategy
1925530,Early Access
2101360,Adventure
2101360,Casual
2642600,Casual
2642600,Indie
2642600,Simulation
2972730,Adventure
2972730,Casual
2972730,Indie
1978900,Action
1978900,Indie
1978900,Simulation
1978900,Early Access
1839760,Adventure
1839760,Indie
1839760,Simulation
1839760,Strategy
1839760,Early Access
1482430,Action
1482430,Adventure
1482430,Indie
1684510,Adventure
1684510,Casual
1684510,Indie
1684510,Free To Play
4153270,Casual
4153270,Indie
4153270,Strategy
1828740,Indie
1828740,Simulation
1641930,Indie
1562510,RPG
1562510,Strategy
3993640,Adventure
3993640,Indie
3993640,Free To Play
2505950,Racing
2505950,Simulation
2505950,Sports
2101330,Adventure
2101330,Casual
2972660,Strategy
1978800,Action
1978800,Free To Play
1839680,Action
1839680,Adventure
1706060,Indie
2505940,Racing
2505940,Simulation
2505940,Sports
2101290,Casual
2101290,Indie
2101290,Simulation
2101290,Strategy
2642520,Action
2642520,Indie
2972650,Action
2972650,Indie
2972650,RPG
1978790,RPG
1231150,Casual
1231150,Indie
1419180,Adventure
1419180,RPG
1925500,Free To Play
1925500,Indie
3993620,Adventure
3993620,Indie
2505840,RPG
2505840,Strategy
2505840,Early Access
2101280,Casual
2101280,Indie
2101280,Simulation
2101280,Strategy
1978760,Action
1978760,Simulation
2972640,Action
2972640,Indie
2972640,Free To Play
1882390,Action
1882390,Casual
1882390,Indie
1882390,RPG
1882390,Strategy
1839660,Action
1839660,Casual
1839660,Strategy
1839660,Free To Play
1684480,Indie
1684480,RPG
4152930,Action
4152930,Casual
4152930,Indie
4152930,Free To Play
2505820,Casual
2505820,Indie
2505820,Strategy
2101270,Casual
2101270,Indie
2972630,Simulation
1978750,Action
1978750,Indie
1882350,Casual
1882350,Early Access
1501650,Action
1501650,Indie
1864320,Action
1864320,Casual
1864320,Indie
1864320,Racing
1864320,Simulation
3993510,Casual
3993510,Indie
3993510,Simulation
3993510,Strategy
3993510,Free To Play
3775610,Action
3775610,Adventure
3775610,Casual
3775610,Indie
3775610,RPG
3775610,Simulation
2101260,Casual
2101260,Indie
2505800,Adventure
2505800,Indie
2972600,Simulation
2972600,Strategy
1978720,Action
1978720,Casual
1978720,Indie
1978720,Simulation
1828720,Casual
1839610,Action
1839610,Adventure
1839610,Indie
1882330,Action
1882330,Adventure
1882330,Casual
1882330,Indie
1882330,Early Access
1641890,Action
1641890,Adventure
1641890,Indie
1273220,Indie
1273220,Simulation
1273220,Strategy
1441740,Adventure
1441740,Casual
1441740,Free To Play
1441740,Indie
1441740,RPG
1441740,Simulation
1441740,Strategy
1562470,Adventure
4043550,Free To Play
2505780,Adventure
2505780,Casual
2505780,Indie
2101250,Action
2101250,Indie
1978690,Action
1978690,Adventure
1978690,Casual
1978690,Indie
1978690,RPG
1882280,RPG
1705970,Action
1839600,Casual
1839600,Indie
1839600,Strategy
1419170,Casual
1419170,Simulation
1419170,Free To Play
4152890,Action
4152890,RPG
4152890,Free To Play
3558400,Casual
3558400,Indie
3558400,Racing
3558400,Simulation
3096230,Action
3096230,Indie
2101220,Casual
2101220,Free To Play
2101220,Indie
2101220,RPG
1978650,Action
1978650,Adventure
1978650,Indie
1882270,Casual
1882270,Indie
1882270,Racing
1882270,Simulation
1839590,Adventure
1839590,Indie
4152860,Indie
1925450,Adventure
1925450,Indie
3558380,Strategy
3096220,Adventure
3096220,Casual
3096220,Indie
3096220,RPG
2101190,Action
2505740,Action
2505740,Indie
1882240,RPG
1839570,Adventure
1839570,Indie
1482400,Action
1482400,Adventure
1482400,Early Access
1501640,Indie
1210800,Action
1210800,Adventure
1210800,Indie
1210800,RPG
4152840,Casual
4152840,Indie
4043470,Casual
4043470,Simulation
3558370,Adventure
3558370,Casual
3558370,Simulation
2931680,Action
2931680,Adventure
3096210,Action
3096210,Adventure
3096210,Simulation
3096210,Strategy
2505700,Casual
2505700,Indie
2505700,RPG
2101180,Adventure
2101180,Indie
2101180,RPG
2101180,Strategy
2101180,Early Access
1978610,Casual
1978610,Indie
1978610,Simulation
1839540,Adventure
1839540,Casual
1839540,Indie
1839540,Racing
1882230,Indie
1828710,Action
1828710,Adventure
1828710,Indie
1641880,Adventure
1641880,Indie
1641880,Racing
3558350,Action
3558350,Casual
3558350,Indie
3558350,Free To Play
4152800,Casual
4152800,Indie
2931620,Adventure
2931620,Casual
1978590,Action
1978590,Indie
2101130,Adventure
2101130,Casual
2101130,Indie
1882200,Action
1882200,Adventure
1882200,Simulation
1839510,Action
1839510,Adventure
1839510,RPG
1562440,Action
1562440,Casual
1562440,Indie
1562440,Racing
3558310,Indie
3096190,Simulation
3096190,Strategy
2931600,Strategy
2101110,RPG
2505640,Adventure
2505640,Indie
2505640,Strategy
1978580,Simulation
1978580,Strategy
1882190,Adventure
1882190,Indie
1839440,Casual
1839440,Free To Play
1705930,Adventure
1705930,Indie
1419160,Action
1419160,Adventure
4152710,Action
4043300,Adventure
4043300,Indie
3558300,Action
3558300,Adventure
3558300,Indie
2931560,Action
2931560,Indie
2505630,Indie
1978520,Action
1978520,Indie
1839430,Action
1925340,Indie
1925340,Simulation
2101070,Action
2101070,Indie
2931530,Action
2931530,Adventure
2931530,Indie
1978500,Indie
1978500,RPG
1684440,Adventure
1684440,Casual
1684440,Indie
1684440,RPG
1684440,Free To Play
1839420,Casual
1839420,Indie
1839420,RPG
1482380,Action
1482380,Indie
1482380,Racing
1482380,RPG
1482380,Simulation
1501610,Adventure
1501610,Indie
1501610,Simulation
1501610,Strategy
1864210,Action
1864210,Strategy
4043270,Action
4043270,Adventure
4043270,Casual
4043270,Simulation
4043270,Sports
4043270,Strategy
3558260,Action
3558260,Adventure
3558260,RPG
3558260,Free To Play
3096140,Adventure
3096140,Casual
3096140,Indie
3096140,RPG
2931520,Casual
2931520,Indie
2931520,Simulation
2100980,Action
2100980,Casual
2100980,Free To Play
2100980,Indie
2100980,Racing
1978490,Casual
1978490,Strategy
1882160,Action
1882160,Adventure
1882160,Indie
1882160,RPG
1828700,Strategy
4043220,Adventure
4043220,Casual
3558240,Action
3558240,Casual
2931400,Action
2931400,Adventure
2931400,Indie
2505580,Adventure
2505580,Indie
2505580,Early Access
2100970,Casual
2100970,Indie
2100970,Sports
2100970,Early Access
1882140,Strategy
1839360,Adventure
1839360,Strategy
1562430,Adventure
1562430,RPG
1839340,Adventure
1839340,Strategy
3558190,Adventure
3558190,Indie
3558190,RPG
3558190,Free To Play
4043180,Adventure
4043180,Casual
4043180,Indie
2100840,Casual
2100840,Indie
2100840,Free To Play
2505550,Action
2505550,Casual
1978380,Action
1978380,Casual
1978380,Indie
1882050,Adventure
1882050,Casual
1882050,Indie
1882050,Strategy
1839320,Action
1839320,Adventure
1839320,Indie
1293660,Action
1293660,Indie
1293660,Free To Play
1864190,Action
1864190,Indie
1864190,Free To Play
3558180,Casual
3558180,Indie
3558180,Free To Play
3096010,Casual
3096010,Indie
2100830,Action
2100830,Adventure
2100830,Casual
2100830,Indie
2505530,Action
2505530,Casual
2505530,Indie
1882040,Adventure
1882040,Indie
1882040,RPG
1882040,Simulation
1882040,Strategy
1839280,Adventure
1839280,Indie
1839280,RPG
1828690,Indie
1441670,Action
1441670,Adventure
1441670,Indie
1641860,Action
1641860,Adventure
1641860,Casual
1641860,Indie
3558170,Action
3558170,Adventure
3558170,Casual
3558170,Free To Play
3096000,Adventure
2931280,Adventure
2931280,Casual
2931280,Indie
2931280,Massively Multiplayer
2931280,RPG
2931280,Strategy
2931280,Free To Play
2505510,Adventure
2505510,RPG
2505510,Simulation
2505510,Early Access
1978350,Casual
1839260,Adventure
1839260,Casual
2100810,Indie
2100810,Strategy
2100810,Early Access
1882000,Adventure
1882000,Casual
1882000,Indie
1562420,Action
1562420,Adventure
1562420,Indie
2931270,Action
2931270,Adventure
2931270,Indie
2100790,Adventure
2100790,Indie
1978330,Casual
1978330,Indie
1881950,Adventure
1881950,Casual
1881950,Indie
1501540,Action
1501540,Adventure
1501540,Indie
1501540,RPG
1501540,Simulation
1419140,Action
1419140,Adventure
1419140,Indie
4043030,Action
4043030,Adventure
4043030,Simulation
4043030,Early Access
3095960,Casual
3095960,Indie
3095960,Simulation
3558140,Action
3558140,Indie
3558140,Strategy
2505460,Indie
2505460,RPG
2100780,Casual
2100780,Indie
1978290,Indie
2931260,Casual
2931260,Indie
2931260,RPG
2931260,Strategy
1881940,Casual
1881940,Indie
1881940,Simulation
1881940,Early Access
1839190,Casual
1839190,Indie
1839190,Simulation
3095920,Casual
3095920,Indie
2100760,Casual
1839180,Casual
1839180,Indie
1839180,Simulation
1684410,Casual
1376960,Action
1376960,Adventure
1376960,Casual
1376960,Indie
1376960,Simulation
1376960,Early Access
1864180,Casual
1864180,Free To Play
1864180,Indie
1864180,Strategy
1864180,Early Access
4152310,Adventure
4152310,Indie
3095910,Casual
3095910,Indie
2931200,Casual
2931200,Indie
2931200,Early Access
2505440,Action
2100730,Casual
2100730,Indie
2100730,Strategy
1978210,Action
1978210,Adventure
1978210,Simulation
1978210,Sports
1881850,Casual
1881850,Indie
1839150,Casual
1839150,Simulation
1641840,Casual
1641840,Indie
4042990,Casual
4042990,Indie
4042990,Free To Play
3095900,Casual
3095900,Indie
3558080,Indie
2931170,Casual
2931170,Indie
2505430,Adventure
2505430,Casual
2505430,Indie
2100720,Action
2100720,Indie
1978200,Action
1881840,Strategy
1273110,Action
1273110,Adventure
1273110,Casual
1273110,Indie
3095890,Casual
3095890,Indie
3095890,Strategy
2931160,RPG
2931160,Free To Play
2505400,Adventure
2505400,Casual
2505400,Indie
2100710,Indie
2100710,Racing
2100710,Simulation
2100710,Sports
2100710,Strategy
1978190,Action
1978190,Indie
1881800,Casual
1881800,Free To Play
1881800,Indie
1839080,Action
1839080,Adventure
1839080,Casual
1839080,Indie
1839080,Racing
1705880,Indie
1419130,Action
1419130,Adventure
1419130,Indie
1419130,RPG
1419130,Simulation
4042950,Action
4042950,Free To Play
3095870,Action
3095870,Adventure
3095870,Casual
3095870,Indie
3095870,RPG
3095870,Simulation
1978180,Adventure
1978180,Indie
1978180,RPG
1839070,Action
1839070,Adventure
1839070,Indie
1839070,Strategy
4152260,Adventure
4152260,Indie
4152260,RPG
4152260,Early Access
3558020,Casual
2505350,Action
2505350,Adventure
2505350,Indie
1978150,Casual
1978150,Simulation
1881710,Action
1881710,Adventure
1881710,Indie
1839060,Adventure
1839060,Indie
1839060,Early Access
1482330,Adventure
1482330,Casual
1482330,Indie
1482330,RPG
1482330,Strategy
1684400,Adventure
1684400,Indie
1293610,Action
1293610,Indie
4042910,Action
4042910,Casual
4152160,Indie
4152160,Strategy
3095830,Casual
3095830,Indie
2505330,Adventure
2505330,Casual
2505330,Indie
2505330,RPG
1978110,Adventure
1978110,Indie
1881700,Adventure
1881700,Massively Multiplayer
1881700,RPG
1881700,Free To Play
1839050,Action
1839050,Indie
1828650,Adventure
1828650,Indie
1828650,RPG
1828650,Early Access
1641830,Indie
1641830,Simulation
1641830,Sports
1641830,Strategy
3557980,Action
3557980,Adventure
3557980,Indie
3557980,Free To Play
3557980,Early Access
2930990,Adventure
2930990,Casual
2930990,Indie
2930990,Racing
2930990,Strategy
2505250,Action
2505250,Adventure
2505250,Indie
2100600,Action
2100600,Casual
1978100,Casual
1978100,Indie
1978100,Racing
1978100,Simulation
1978100,Sports
1978100,Strategy
1881690,Adventure
1881690,Indie
1839040,Indie
1839040,Strategy
1562400,Adventure
1562400,Casual
1562400,Free To Play
1562400,Indie
1273100,Indie
1273100,Simulation
1273100,Strategy
3557860,Casual
3557860,Indie
3557860,Simulation
3557860,Free To Play
3095800,Action
3095800,Casual
3095800,Indie
2930950,Action
2930950,Indie
1978090,Action
1881670,Action
1881670,Adventure
1881670,Casual
1881670,Indie
1881670,Simulation
1705870,Action
1705870,Adventure
1705870,Casual
1705870,Indie
1705870,Simulation
4152080,Indie
4152080,Early Access
3557830,Action
3095790,Casual
2100560,Action
2505210,Adventure
2505210,Casual
2505210,Indie
1881610,Action
1881610,Adventure
1881610,Indie
1881610,Massively Multiplayer
1881610,Free To Play
4152060,Casual
4152060,Indie
4152060,Strategy
4152060,Free To Play
3557790,Action
3095780,Casual
3095780,Indie
2930910,Adventure
2930910,Casual
2930910,Indie
2930910,RPG
2930910,Simulation
2930910,Strategy
2505200,Action
2505200,Adventure
2505200,Indie
2505200,RPG
3557750,Casual
3557750,Indie
3557750,RPG
3557750,Simulation
3095720,Adventure
3095720,Casual
3095720,Indie
2930890,Casual
2100470,Action
2100470,Adventure
2100470,Indie
1977960,Action
1977960,Indie
1881480,Action
1881480,Adventure
1881480,Indie
1881480,Early Access
2505160,Action
2505160,Indie
2505160,Simulation
2505160,Free To Play
1838900,Action
1838900,Indie
1273080,Casual
1273080,Indie
1273080,Simulation
3557720,Adventure
3557720,Casual
3557720,Indie
3557720,Early Access
3095680,Indie
3095680,Strategy
2100460,Adventure
2100460,Casual
2100460,Indie
2100460,RPG
2100460,Simulation
2505120,Casual
2505120,Indie
2505120,Simulation
2505120,Free To Play
2930850,Casual
1881460,Adventure
1881460,Casual
1881460,Indie
1881460,RPG
1881460,Early Access
1838860,Action
1838860,Adventure
1838860,Indie
1838860,Early Access
1705860,Casual
1705860,Indie
1501490,Indie
1501490,Simulation
4042520,Casual
4042520,Indie
4042520,Strategy
4151810,Casual
4151810,Indie
4151810,Simulation
3095660,Casual
3095660,Indie
2505100,RPG
1977910,Action
1977910,Indie
1977910,Early Access
1881440,Action
1881440,Adventure
1881440,Indie
1881440,RPG
1881440,Early Access
1838830,Casual
1838830,Indie
3557690,Casual
3557690,Indie
3557690,Simulation
2505090,Indie
2505090,Simulation
2505090,Strategy
1977900,Action
1977900,Adventure
1977900,Casual
1977900,Strategy
1881430,Action
1881430,Free To Play
1838820,Adventure
1838820,Indie
1838820,RPG
1684350,Adventure
1684350,RPG
1293530,Adventure
1293530,Casual
1293530,Indie
1293530,Simulation
1293530,Sports
1864080,Action
1864080,Adventure
1864080,Free To Play
4042490,Casual
4042490,Indie
4042490,Strategy
2930720,Casual
2930720,Simulation
2505080,Adventure
1977890,Action
1977890,Adventure
1977890,Free To Play
1977890,Indie
1881420,Strategy
1828630,Adventure
1828630,Free To Play
1828630,Indie
1828630,RPG
4042480,Simulation
3557620,Adventure
3557620,Casual
3557620,RPG
3557620,Strategy
3557620,Free To Play
2930700,Action
2930700,Casual
2930700,Indie
3095600,Action
3095600,Adventure
3095600,Casual
3095600,Indie
3095600,RPG
3095600,Strategy
2100390,Simulation
1977840,Action
1977840,Indie
1641790,Action
1641790,Adventure
1641790,Casual
1641790,Indie
1838800,Casual
1838800,Indie
1838800,Simulation
1881390,Action
1881390,Adventure
1881390,Indie
1881390,RPG
1881390,Early Access
4042460,Action
4042460,Indie
4042460,Strategy
3557600,Free To Play
3557600,Early Access
3095590,Adventure
3095590,Casual
3095590,Indie
3095590,Simulation
3095590,Free To Play
2930660,Action
2930660,Casual
2930660,Indie
2930660,Free To Play
1977770,Casual
1977770,Indie
1881350,Action
1881350,Adventure
1881350,Casual
1881350,Free To Play
1838790,Casual
1838790,Indie
1838790,Simulation
1501480,Free To Play
1501480,Simulation
1419070,Adventure
1419070,Casual
1419070,Indie
1419070,RPG
3993490,Adventure
3993490,Casual
3993490,Indie
3095570,Casual
3095570,Indie
3095570,Strategy
3775580,Adventure
3775580,Indie
3775580,Strategy
2642460,Action
2642460,Adventure
2642460,Casual
2642460,Indie
2642460,Simulation
1977750,Casual
1977750,Racing
1977750,Early Access
2505020,Action
2505020,Massively Multiplayer
2505020,Free To Play
2505020,Early Access
1633100,Indie
1633100,Simulation
1881340,Action
1881340,Free To Play
1482150,Adventure
1482150,Casual
1482150,Indie
1482150,Early Access
1684330,Adventure
1684330,Indie
3775570,Casual
3775570,Indie
3095560,Casual
3095560,Indie
3095560,Strategy
2972530,Action
2972530,Indie
2972530,Strategy
2972530,Early Access
2642390,Casual
2642390,Simulation
2642390,Strategy
2642390,Early Access
1977740,Adventure
1864070,
3095550,Indie
2972480,Casual
2972480,Indie
2642370,Casual
2642370,Racing
2642370,Sports
1977730,Action
1977730,Indie
1828550,Action
1828550,Adventure
1828550,Indie
1828550,Simulation
1641780,Action
1641780,Indie
1441550,Indie
1441550,Simulation
3993380,Action
3993380,Adventure
3775530,Indie
3775530,Simulation
3095540,Casual
3095540,RPG
3095540,Strategy
2972380,Casual
2972380,Indie
2972380,Simulation
2642330,Casual
2100300,Action
2100300,Indie
1977660,Adventure
1977660,Casual
1977660,Indie
1881290,Action
1881290,Adventure
1881290,Indie
1881290,RPG
1633070,Action
1633070,Adventure
1633070,Casual
1633070,Indie
1633070,Early Access
3775510,Action
3775510,Early Access
2972370,Action
2972370,Indie
2972370,Early Access
2642310,Action
2642310,Casual
2642310,Indie
2642310,Strategy
2642310,Early Access
1977640,Adventure
1977640,Indie
1705760,Free To Play
1705760,Indie
1705760,Strategy
1501470,Action
1501470,Indie
1501470,Simulation
1501470,Sports
1501470,Strategy
1419060,Action
1419060,Indie
1419060,Early Access
3993350,Action
3993350,Adventure
3993350,Indie
2972350,Adventure
2972350,Casual
2972350,Indie
2972350,Simulation
2642230,Action
2642230,Adventure
2642230,Casual
2642230,Indie
2642230,Simulation
2642230,Sports
1881270,Casual
1881270,Free To Play
1881270,Indie
1633050,Action
1633050,Adventure
1633050,Indie
1633050,RPG
1482130,Casual
1482130,Indie
3775400,Action
3775400,Casual
3775400,RPG
2972330,Action
2972330,Adventure
2972330,Casual
2972330,Indie
2972330,Free To Play
2504740,Indie
2504740,Simulation
2100250,Action
2100250,Adventure
2100250,Indie
2642220,Adventure
2642220,Indie
2642220,RPG
1977530,Casual
1977530,Simulation
1977530,Free To Play
1881260,Adventure
1881260,Casual
1881260,Free To Play
1881260,Indie
1864020,Adventure
1864020,Casual
1864020,Indie
1864020,Strategy
1293510,Adventure
1293510,Casual
1293510,Indie
1293510,Simulation
3775390,Adventure
3095380,Action
3095380,RPG
3095380,Strategy
3095380,Free To Play
2642170,Casual
2642170,Indie
2642170,Strategy
2504660,Action
2504660,Adventure
2504660,Casual
2504660,Indie
2504660,Strategy
2504660,Early Access
2100230,Action
2100230,Adventure
2100230,Casual
2100230,Indie
1881250,Action
1881250,Free To Play
1881250,Indie
1881250,Sports
1828540,Adventure
1828540,Casual
1828540,Indie
1828540,Massively Multiplayer
1828540,RPG
1828540,Strategy
1828540,Early Access
1441530,Action
1441530,Adventure
1641770,Action
1641770,Casual
3775360,Casual
3775360,Indie
3775360,Simulation
3775360,Strategy
2972300,Casual
2972300,Indie
2642120,Casual
2642120,Simulation
2100200,Indie
2100200,RPG
2100200,Simulation
1977450,Action
1977450,Adventure
1977450,Indie
1977450,Strategy
1881240,Casual
1881240,Indie
1881240,Strategy
1633000,Action
1633000,Adventure
1633000,Casual
1633000,Indie
1633000,Simulation
1633000,Strategy
2972260,Indie
2972260,Strategy
2642110,RPG
2504630,Casual
2504630,Indie
2504630,Strategy
3775190,Adventure
3775190,Casual
3775190,Indie
3775190,RPG
3095270,Action
3095270,Indie
3095270,Massively Multiplayer
3095270,Early Access
2972220,Adventure
2972220,Indie
2972220,RPG
2100160,Racing
2100160,Simulation
2100160,Sports
2642090,Casual
1977280,Casual
1977280,Indie
1977280,Racing
1977280,Simulation
1632930,Action
1632930,Indie
1632930,RPG
1881180,Casual
1881180,Indie
1881180,Simulation
1864000,Adventure
1864000,Casual
1864000,Indie
1864000,RPG
3095260,Adventure
3095260,Casual
3095260,Indie
3095260,Strategy
2642080,Indie
2642080,Simulation
2642080,Strategy
2100150,Action
2100150,Adventure
2100150,Indie
1977270,Action
1977270,Indie
1881160,Action
